time,ax,ay,az
59:22.7,0,0.03,0.02
59:22.8,-0.01,0.02,0.07
59:22.9,0.03,0.02,-0.01
59:23.0,0,0.01,0
59:23.2,0,0.04,-0.01
59:23.3,0,0.02,-0.03
59:23.4,-0.05,0.02,0.06
59:23.5,-0.04,0.03,-0.01
59:23.6,0,0.03,-0.02
59:23.7,-0.01,0.03,0.01
59:23.8,-0.01,0.03,0
59:23.9,0,0.03,0.01
59:24.0,-0.02,0.02,0.06
59:24.1,-0.02,0.02,0
59:24.2,-0.04,0.02,0
59:24.3,-0.02,0.03,-0.02
59:24.4,-0.02,0.03,-0.02
59:24.5,0,0.03,0.05
59:24.6,-0.03,0.02,0.01
59:24.7,-0.01,0.05,-0.05
59:24.8,-0.01,0.03,0.01
59:24.9,-0.01,0.02,0.01
59:25.0,-0.01,0.03,0
59:25.1,0.01,0.04,-0.02
59:25.2,-0.01,0.02,0.11
59:25.3,-0.02,0.03,0.02
59:25.4,0.01,0.03,0.05
59:25.5,-0.04,0,0.16
59:25.6,0,0.05,-0.01
59:25.7,-0.02,0.02,0.01
59:25.8,-0.04,0.02,0.02
59:25.9,-0.01,0.02,-0.03
59:26.0,-0.03,0.01,0
59:26.1,-0.02,0.01,0.02
59:26.2,-0.02,0.02,-0.02
59:26.3,0,0.03,0.01
59:26.4,-0.01,0.02,0
59:26.5,-0.02,0.03,-0.01
59:26.6,0,0.02,-0.02
59:26.7,-0.02,0.03,0.02
59:26.8,-0.02,0.02,0.02
59:26.9,-0.03,0.02,0.02
59:27.0,-0.01,0.03,-0.01
59:27.1,-0.02,0.02,0.02
59:27.2,-0.01,0.02,0.04
59:27.3,-0.02,0.01,-0.02
59:27.4,-0.01,0.01,0.02
59:27.5,-0.02,0.02,0.04
59:27.6,-0.02,0.03,-0.04
59:27.7,-0.01,0.01,0.04
59:27.8,-0.02,0.02,0.02
59:27.9,-0.01,0.01,-0.01
59:28.0,-0.04,0.03,0.03
59:28.1,0.01,0.02,0.05
59:28.2,-0.05,0.06,-0.06
59:28.3,-0.03,0.04,0.06
59:28.4,0,0.03,0.02
59:28.5,-0.02,0.03,-0.06
59:28.6,-0.01,0.03,0.01
59:28.7,-0.02,0.03,0.02
59:28.8,0,0.04,0.02
59:28.9,-0.02,0.04,-0.02
59:29.0,-0.01,0.04,0.02
59:29.1,-0.01,0.04,0.02
59:29.2,0.02,0.05,0.01
59:29.3,0,0.05,0.01
59:29.4,0,0.05,0.06
59:29.5,-0.02,0.04,0.02
59:29.6,0,0.04,0.02
59:29.7,-0.01,0.05,0.04
59:29.8,-0.02,0.05,-0.03
59:29.9,0,0.04,0
59:30.0,-0.03,0.03,0.06
59:30.1,-0.01,0.05,0.02
59:30.2,0,0.04,0
59:30.3,-0.02,0.04,-0.03
59:30.4,-0.01,0.02,0.04
59:30.5,-0.01,0.04,-0.02
59:30.6,-0.04,0.03,-0.01
59:30.7,0,0.04,0.03
59:30.8,0,0.05,-0.01
59:30.9,-0.02,0.03,0
59:31.0,0,0.03,0.04
59:31.1,-0.01,0.02,0.01
59:31.2,-0.02,0.02,0.03
59:31.3,-0.02,0.04,-0.03
59:31.4,0.02,0.03,0.02
59:31.5,-0.03,0.04,0.04
59:31.6,-0.01,0.04,-0.02
59:31.7,-0.01,0.05,0.06
59:31.8,-0.03,0.04,-0.03
59:31.9,0,0.04,0.04
59:32.0,-0.02,0.04,-0.04
59:32.1,0,0.06,0
