time,ax,ay,az
39:32.1,0,0.05,-0.02
39:32.2,-0.02,0.06,-0.05
39:32.3,0.01,0.04,0.14
39:32.4,0.05,0.06,-0.04
39:32.5,-0.04,0.04,-0.05
39:32.6,0.01,0.05,0.06
39:32.7,-0.03,0.07,0.01
39:32.8,-0.02,0.06,-0.01
39:32.9,0.01,0.07,0.08
39:33.0,0.01,0.07,0.02
39:33.1,0.02,0.08,0.03
39:33.2,0.02,0.08,0
39:33.3,0.01,0.08,-0.01
39:33.4,-0.01,0.08,0.01
39:33.5,-0.01,0.09,-0.02
39:33.6,-0.01,0.09,0.01
39:33.7,-0.01,0.07,0.12
39:33.8,-0.01,0.09,-0.03
39:33.9,0.01,0.08,-0.05
39:34.0,0,0.08,0.02
39:34.1,0,0.09,-0.01
39:34.2,0.01,0.07,-0.02
39:34.3,0,0.07,0.04
39:34.4,0.01,0.07,0.04
39:34.5,0.02,0.06,0
39:34.6,0,0.06,0.02
39:34.7,-0.01,0.07,0.02
39:34.8,-0.01,0.07,0
39:34.9,0,0.06,0
39:35.0,-0.01,0.06,0.01
39:35.1,0,0.06,0.02
39:35.2,0,0.06,0.01
39:35.3,-0.01,0.06,0.02
39:35.4,0,0.06,0.06
39:35.5,0,0.06,0
39:35.6,0.01,0.05,0.02
39:35.7,-0.01,0.06,0.01
39:35.8,0,0.05,0
39:35.9,-0.01,0.06,0.01
39:36.0,-0.01,0.05,0.05
39:36.1,-0.02,0.05,-0.01
39:36.2,0.01,0.05,0
39:36.3,-0.01,0.04,0
39:36.4,0.01,0.05,0.02
39:36.5,0,0.05,0.04
39:36.6,0,0.04,-0.01
39:36.7,0,0.05,0.03
39:36.8,-0.02,0.05,0.01
39:36.9,-0.01,0.05,0.01
39:37.0,0.01,0.06,0
39:37.1,0,0.07,0.01
39:37.2,0.01,0.06,0.02
39:37.3,0.01,0.07,0.02
39:37.4,-0.01,0.08,0.02
39:37.5,0.03,0.09,0
39:37.6,0.02,0.09,0.01
39:37.7,0,0.11,0.03
39:37.8,0.01,0.12,-0.03
39:37.9,0,0.12,0
39:38.0,-0.01,0.13,0.03
39:38.1,-0.01,0.13,0.01
39:38.2,0,0.14,-0.04
39:38.3,-0.01,0.14,0.04
39:38.4,0,0.14,-0.03
39:38.5,0.01,0.14,-0.01
39:38.6,-0.01,0.13,0.01
39:38.7,0,0.14,0.02
39:38.8,-0.01,0.14,-0.03
39:38.9,0.02,0.14,0
39:39.0,0,0.14,0.01
39:39.1,-0.01,0.13,0.02
39:39.2,0.01,0.14,-0.01
39:39.3,0.23,0.28,-0.11
39:39.4,-0.02,-0.02,-0.55
39:39.5,0.37,0.64,0.12
39:39.6,-0.09,0.34,-0.16
39:39.7,0.03,0.26,-0.04
39:39.8,0.13,0.52,0.24
39:39.9,0.13,0.08,0.02
39:40.0,0.33,0.01,0.26
39:40.1,0.11,0.2,-0.05
39:40.2,-0.02,0,0.04
39:40.3,-0.1,0.05,-0.03
39:40.5,-0.17,0.24,0.15
39:40.6,-0.16,-0.01,-0.03
39:40.7,0.03,0.14,-0.15
39:40.7,0,0.18,-0.1
39:40.8,-0.03,0.15,-0.03
39:40.9,-0.06,0.12,-0.11
39:41.0,-0.01,0.14,0.01
39:41.1,-0.03,0.11,-0.04
39:41.2,-0.01,0.13,-0.02
39:41.4,-0.02,0.12,-0.05
39:41.5,-0.02,0.13,-0.02
39:41.5,-0.01,0.12,-0.06
