time,ax,ay,az
41:12.5,-0.02,-0.02,0.03
41:12.5,0.01,0.05,-0.11
41:12.6,0.05,-0.07,0.03
41:12.8,-0.01,-0.11,-0.04
41:12.8,0.11,-0.09,0.06
41:12.9,-0.05,-0.03,-0.01
41:13.0,-0.03,0.02,0.05
41:13.1,0,-0.01,-0.02
41:13.2,0.08,0.04,-0.05
41:13.3,0.08,0.01,0.17
41:13.4,0.03,0.01,-0.01
41:13.6,-0.08,0.01,-0.03
41:13.7,0.06,0.06,0
41:13.8,0.03,0.06,-0.01
41:13.9,0.03,0.05,0.08
41:14.0,-0.06,0.08,-0.04
41:14.1,-0.01,0.06,0.02
41:14.2,0.09,0.08,0.02
41:14.3,0.01,0.08,0.06
41:14.4,-0.01,0.09,-0.08
41:14.5,0.07,0.19,-0.38
41:14.6,0,0.04,0.12
41:14.7,-0.05,0.01,0.09
41:14.8,0.01,0.08,-0.08
41:14.9,0.05,0.09,-0.26
41:15.0,0.01,0.05,0.21
41:15.1,-0.04,0.03,0.07
41:15.2,0.05,0.03,0.01
41:15.3,-0.07,0.02,-0.23
41:15.4,-0.05,0.03,0
41:15.5,0.06,0.02,0.08
41:15.6,0.04,0.03,0.14
41:15.7,0,0.07,-0.16
41:15.8,-0.02,0.03,-0.05
41:15.9,0.01,0.02,0.04
41:16.0,-0.02,-0.01,0.16
41:16.1,0.06,0.02,-0.18
41:16.2,0.01,-0.03,0.13
41:16.3,-0.05,0.05,0.06
41:16.4,0.01,0.07,0
41:16.5,0.09,0.03,-0.1
41:16.6,0,0.05,0.1
41:16.7,0.02,0.06,-0.02
41:16.8,0.05,0.01,-0.07
41:16.9,0.06,0.04,0
41:17.0,0.04,0.05,-0.02
41:17.1,-0.01,0.08,-0.03
41:17.2,-0.01,0.02,0.09
41:17.3,0.06,0.05,-0.04
41:17.4,0.01,0.01,-0.01
41:17.5,0.03,0.04,-0.04
41:17.6,-0.01,-0.05,0.15
41:17.7,0.05,-0.02,0.02
41:17.8,0.01,0,-0.04
41:17.9,-0.04,0.01,-0.03
41:18.0,0.03,0.01,-0.07
41:18.1,-0.02,-0.01,0.3
41:18.2,0.05,-0.02,0.03
41:18.3,0.06,0.03,0
41:18.4,0,0.05,0
41:18.5,-0.04,0.04,0.06
41:18.6,0.08,0.02,0.1
41:18.7,0,0.01,-0.02
41:18.8,-0.03,0.04,0.06
41:18.9,0.09,0.05,-0.04
41:19.0,0,0.05,-0.01
41:19.1,0.05,0.04,-0.08
41:19.2,0,0.03,0.07
41:19.3,-0.03,0.03,0.01
41:19.4,0.07,0.06,-0.12
41:19.5,0.05,0.04,-0.07
41:19.6,0.04,-0.02,0.03
41:19.7,0.02,0.05,-0.08
41:19.8,0.03,0.05,-0.04
41:19.9,0.04,0.01,0.06
41:20.0,0.04,0.04,0.04
41:20.1,-0.01,0.05,-0.01
41:20.2,0.02,0.02,0.07
41:20.3,-0.01,0,0.06
41:20.4,-0.01,0.02,0.02
41:20.5,0.03,0.03,-0.11
41:20.6,-0.03,0.02,0.17
41:20.7,0.02,0.07,-0.02
41:20.8,-0.1,0.07,0
41:20.9,0.04,0.1,-0.01
41:21.0,0.04,0.05,0.21
41:21.1,0.16,0.07,-0.12
41:21.2,-0.14,0.11,-0.11
41:21.3,-0.01,0.1,0.01
41:21.4,0.05,0.03,0.08
41:21.5,0.13,0.07,0.02
41:21.6,-0.01,0.03,0.14
41:21.7,-0.06,0.16,-0.08
41:21.8,-0.01,0.16,0.05
41:21.9,0.11,0.15,0.01
41:22.0,0.03,0.19,0.02
41:22.1,-0.08,0.13,0.1
41:22.2,0.03,0.14,-0.03
41:22.3,-0.03,0.12,0
41:22.4,0.13,0.11,0.09
41:22.5,-0.04,0.05,-0.05
41:22.6,-0.01,0.03,0.04
41:22.7,-0.01,0.04,0.09
41:22.8,0.11,0.04,-0.04
41:22.9,0.1,0.03,-0.13
41:23.0,-0.09,0.03,0.03
41:23.1,-0.01,0.06,-0.07
41:23.2,-0.03,0.05,0.09
41:23.3,0.1,0.08,-0.05
41:23.4,0.04,0.05,0.05
41:23.5,0.14,0.07,0.06
41:23.6,-0.11,0.06,0.12
41:23.7,0.05,0.07,-0.13
41:23.8,0.06,0.07,0.03
41:23.9,0.01,0.08,0.01
41:24.0,-0.01,0.08,0.15
41:24.1,0.02,0.06,-0.08
41:24.2,-0.05,0.08,-0.02
41:24.3,0.02,0.12,0.02
