time,ax,ay,az
47:18.5,-0.04,0.05,-0.12
47:18.6,-0.04,0.02,0.11
47:18.7,0.01,0.08,0.01
47:18.8,0.08,0.01,-0.05
47:18.9,0.02,0.03,0.01
47:19.0,-0.01,0.06,-0.09
47:19.1,0.01,0.08,0
47:19.2,0.05,0.05,0.01
47:19.3,-0.03,0.04,-0.02
47:19.4,0.08,0.03,-0.02
47:19.5,0.04,0.01,0.08
47:19.6,-0.01,0.04,0.02
47:19.7,-0.08,0.02,0.02
47:19.8,0,0,0.07
47:19.9,0,0.04,0.02
47:20.0,0.05,0.05,-0.06
47:20.1,0.04,0.02,0.12
47:20.2,0.1,0.01,-0.06
47:20.3,0.07,0.02,-0.01
47:20.4,0.08,0.04,0.03
47:20.5,-0.05,0.01,0.04
47:20.6,-0.01,0.04,0.01
47:20.7,0.04,-0.02,0.02
47:20.8,-0.02,0.06,0.02
47:20.9,0,0.04,0.05
47:21.0,0.08,0.05,0.04
47:21.1,0.01,-0.03,0.01
47:21.2,0.05,0.03,0.12
47:21.3,-0.05,0.02,0.03
47:21.4,0.11,0.02,0.13
47:21.5,0.04,0.03,0.08
47:21.6,0.02,0.02,-0.09
47:21.7,-0.03,0.11,-0.09
47:21.8,0.03,0.07,0.12
47:21.9,0.01,0.06,0.03
47:22.0,-0.08,0,-0.04
47:22.1,0.06,0.07,0
47:22.2,0.09,0.05,-0.01
47:22.3,0,0.01,-0.08
47:22.4,0.01,0.07,-0.09
47:22.5,0.02,-0.07,0.09
47:22.6,0.01,-0.02,0.06
47:22.7,0.05,-0.04,0
47:22.8,0.01,-0.04,0.21
47:22.9,0.04,-0.05,0.03
47:23.0,-0.03,-0.02,-0.05
47:23.1,0.02,0.02,0
47:23.2,0.02,0.01,0.06
47:23.3,-0.01,0.02,0.03
47:23.4,0.08,0.01,0.01
47:23.5,-0.03,0.04,-0.11
47:23.6,-0.02,0.06,-0.08
47:23.7,0.06,0.02,0.02
47:23.8,-0.03,0.09,-0.07
47:23.9,0.07,0.02,0.01
47:24.0,0.05,0.08,0.05
47:24.1,-0.05,-0.01,0
47:24.2,0.07,0.05,-0.02
47:24.3,0.03,0.05,-0.02
47:24.4,0.05,-0.02,0.03
47:24.5,-0.06,-0.01,-0.01
47:24.6,0.08,0.09,0.01
47:24.7,0.06,0.01,0.1
47:24.8,0.08,0,0.07
47:24.9,0.02,0.1,-0.06
47:25.0,0.06,0.08,0.04
47:25.2,0.02,0.07,0.14
47:25.3,0.03,0.08,-0.07
47:25.4,0.11,0.1,0.14
47:25.5,-0.05,0.06,0.04
