time,ax,ay,az
37:38.3,-0.02,0.1,0.02
37:38.4,-0.05,0.07,0.06
37:38.5,0.05,0.02,-0.03
37:38.6,0.01,0.01,-0.05
37:38.7,-0.04,0.01,0
37:38.8,0.03,0.01,0.03
37:38.9,0.03,0.01,0.01
37:39.0,-0.02,0.01,0.04
37:39.1,-0.05,0.01,-0.07
37:39.2,0.06,-0.04,0.05
37:39.3,0.01,-0.08,-0.02
37:39.4,0,-0.07,-0.03
37:39.5,-0.01,-0.07,0.01
37:39.6,0.01,-0.07,0.02
37:39.7,0,-0.06,0.02
37:39.8,0,-0.06,0.02
37:39.9,0.01,-0.08,0.04
37:40.0,-0.01,-0.07,-0.04
37:40.1,0.02,-0.07,-0.02
37:40.2,-0.01,-0.07,0.03
37:40.3,-0.02,-0.08,0.01
37:40.4,0.01,-0.08,-0.02
37:40.5,0.02,-0.09,0.04
37:40.6,0.01,-0.09,0.01
37:40.7,-0.03,-0.08,-0.01
37:40.9,0,-0.1,0.06
37:41.0,-0.02,-0.09,0.06
37:41.1,0.03,-0.09,0.01
37:41.2,0.01,-0.07,0.01
37:41.3,-0.01,-0.08,0.02
37:41.4,-0.01,-0.09,0
37:41.5,0.02,-0.07,0
37:41.6,0.01,-0.08,0
37:41.7,-0.01,-0.09,-0.06
37:41.8,0.01,-0.09,0.01
37:41.9,-0.05,-0.07,-0.06
37:41.9,0.03,-0.09,0.08
37:42.1,0.03,-0.11,0.1
37:42.2,0.01,-0.1,0.06
37:42.3,-0.07,-0.09,-0.02
37:42.4,-0.04,-0.08,-0.05
37:42.5,0.02,-0.09,0.03
37:42.6,0.03,-0.08,0.05
37:42.7,0.01,-0.06,0
37:42.8,-0.02,-0.06,-0.04
37:42.9,0,-0.08,0.04
37:43.0,-0.01,-0.07,-0.02
37:43.1,0.02,-0.07,0.01
37:43.2,-0.01,-0.07,0.02
37:43.3,-0.04,-0.06,0.03
37:43.4,-0.02,-0.07,-0.01
37:43.5,0,-0.07,-0.02
37:43.6,0.03,-0.07,-0.01
37:43.7,0,-0.07,0.04
37:43.8,-0.01,-0.06,0.03
37:43.9,-0.03,-0.06,-0.02
37:44.0,0.03,-0.06,-0.01
37:44.1,0.02,-0.07,0.03
37:44.2,-0.02,-0.06,0.02
37:44.3,0,-0.07,0.07
37:44.4,0.03,-0.06,-0.02
37:44.5,0,-0.05,-0.02
37:44.6,-0.01,-0.06,0.13
37:44.7,-0.01,-0.06,0.02
37:44.8,0.03,-0.05,-0.04
37:44.9,-0.02,-0.05,0.05
37:45.0,-0.02,-0.04,0.01
37:45.1,-0.03,-0.04,0.01
37:45.2,0,-0.03,0.03
37:45.3,-0.01,-0.03,-0.03
37:45.4,-0.01,-0.01,-0.01
37:45.5,-0.03,-0.03,-0.03
37:45.6,-0.04,-0.03,0.02
37:45.7,-0.06,-0.03,0.03
37:45.8,-0.01,-0.03,0.02
37:45.9,-0.01,-0.02,0.02
37:46.0,-0.04,-0.02,0.03
37:46.1,-0.03,-0.02,-0.01
37:46.2,0,-0.02,-0.02
37:46.3,-0.04,-0.01,0.06
37:46.4,0.02,-0.01,0.03
37:46.5,0.01,-0.01,-0.02
37:46.6,0,0,0.01
37:46.7,0.03,-0.01,0.02
37:46.8,0.02,-0.01,0.02
37:46.9,0.01,-0.01,0.01
37:47.0,0,0,0.02
37:47.1,0.04,-0.02,0.01
37:47.2,0.02,0.01,-0.01
37:47.3,0.03,0.01,0.01
37:47.4,0.03,0,-0.03
37:47.5,0.02,-0.01,-0.01
37:47.6,0.02,0.01,0.04
37:47.7,0.01,0.02,-0.01
37:47.8,0.02,0.02,0.01
37:47.9,0,0.01,0.01
37:48.0,-0.01,0.02,-0.02
37:48.1,0,0.01,-0.01
37:48.2,-0.01,0.02,0.05
37:48.3,-0.03,0.03,0.04
37:48.4,-0.04,0.05,-0.01
37:48.5,-0.02,0.06,-0.02
37:48.6,-0.02,0.05,0.06
37:48.7,-0.02,0.05,-0.01
37:48.8,-0.03,0.05,-0.04
37:48.9,-0.02,0.03,0.07
37:49.0,-0.01,0.02,-0.01
37:49.1,-0.04,0.01,-0.02
37:49.2,-0.03,0.01,0.09
37:49.3,-0.04,0.02,-0.02
37:49.4,-0.03,0.02,-0.02
37:49.5,-0.02,0.02,0.03
37:49.6,-0.02,0.02,0.01
37:49.7,0,0.04,-0.01
37:49.8,-0.02,0.03,0.02
37:49.9,-0.02,0.05,0.05
37:50.0,0.02,0.07,-0.04
37:50.1,0,0.08,0.02
37:50.2,-0.01,0.09,-0.03
37:50.3,-0.01,0.09,-0.04
37:50.4,0.01,0.09,0.05
37:50.5,0,0.08,0.01
37:50.6,0.02,0.08,-0.02
37:50.7,0,0.08,0.01
37:50.8,0.02,0.1,0.01
37:50.9,0.02,0.11,0.01
37:51.0,0,0.12,-0.01
37:51.1,0.02,0.13,-0.03
37:51.2,0,0.13,0.02
37:51.3,0.03,0.13,-0.03
37:51.4,0,0.14,-0.04
37:51.5,0.02,0.12,0.05
37:51.6,0.02,0.13,-0.01
37:51.7,0.03,0.12,0.04
37:51.8,0.01,0.1,0.01
37:51.9,0.02,0.1,0.02
37:52.0,0.01,0.09,0
37:52.1,-0.01,0.09,0.04
37:52.2,0.02,0.08,-0.01
37:52.3,0.02,0.08,-0.01
37:52.4,0,0.1,0.03
37:52.5,0.03,0.11,0.04
37:52.6,0.02,0.13,0
37:52.7,0.02,0.14,0.05
37:52.8,0.02,0.15,0
37:52.9,0.03,0.16,-0.02
37:53.0,0.02,0.17,-0.01
37:53.1,0.01,0.16,-0.01
37:53.2,0.02,0.17,0.01
37:53.3,-0.01,0.16,0.03
37:53.4,0.03,0.17,0.01
37:53.5,0,0.16,0.01
37:53.6,0.01,0.17,-0.01
37:53.7,0.01,0.16,0.01
37:53.8,0.02,0.16,0.02
37:53.9,-0.01,0.17,-0.01
37:54.0,0.01,0.13,0.01
37:54.1,0.01,0.12,0.01
37:54.2,-0.02,0.05,-0.01
37:54.3,0.01,0.02,-0.01
37:54.4,0,0,0.04
37:54.5,0,0.02,0.01
37:54.6,0.01,0,0
37:54.7,0,-0.01,0.04
37:54.8,0.02,-0.01,0.01
37:54.9,0.02,-0.01,0
37:55.0,-0.01,-0.03,0.02
37:55.1,-0.01,-0.05,-0.03
37:55.2,0.01,-0.1,-0.01
37:55.3,0,-0.09,0.03
37:55.4,0,-0.09,-0.01
37:55.5,-0.02,-0.07,0.03
37:55.6,-0.01,-0.1,0
37:55.7,0,-0.09,-0.02
37:55.8,0,-0.09,0.01
37:55.9,-0.01,-0.09,0.02
37:56.0,-0.02,-0.09,0
37:56.1,0.01,-0.1,0
37:56.2,-0.03,-0.1,0.01
37:56.3,-0.02,-0.11,-0.01
37:56.4,0.01,-0.13,0.01
37:56.5,0,-0.13,0.02
37:56.6,-0.02,-0.13,0.01
37:56.7,-0.02,-0.13,-0.01
37:56.8,-0.01,-0.13,0.01
37:56.9,-0.02,-0.12,0.03
37:57.0,0.02,-0.12,0
37:57.1,-0.01,-0.11,-0.01
37:57.2,-0.02,-0.11,0.02
37:57.3,-0.01,-0.12,0.06
37:57.4,-0.01,-0.11,-0.06
37:57.5,0.01,-0.08,-0.05
37:57.6,0,-0.09,0.04
37:57.7,-0.01,-0.09,0.01
37:57.8,-0.02,-0.09,0.03
37:57.9,0,-0.09,0.01
37:58.0,-0.01,-0.07,0
37:58.1,-0.02,-0.09,-0.02
37:58.2,0.03,-0.09,0.01
37:58.3,0.03,-0.1,0.03
37:58.4,-0.03,-0.08,-0.04
37:58.5,0,-0.1,-0.01
37:58.6,-0.02,-0.09,0.07
37:58.7,0.04,-0.09,0.09
37:58.8,0.03,-0.08,-0.02
37:58.9,-0.02,-0.11,-0.04
37:59.0,-0.05,-0.1,0.06
37:59.1,0,-0.09,0.02
37:59.2,0.03,-0.08,0.03
37:59.3,-0.01,-0.07,-0.01
37:59.4,0,-0.08,-0.03
37:59.5,0.01,-0.07,-0.01
37:59.6,-0.01,-0.07,0.03
37:59.7,-0.01,-0.07,0.03
37:59.8,0.01,-0.06,-0.02
37:59.9,0.01,-0.07,0.03
38:00.0,0,-0.05,0.01
38:00.1,0.01,-0.06,-0.03
38:00.2,-0.01,-0.06,0.03
38:00.4,0.01,-0.06,0.02
38:00.4,0,-0.05,-0.05
38:00.6,0,-0.05,0.02
38:00.7,-0.01,-0.05,0.02
38:00.8,0,-0.05,-0.02
38:00.9,0,-0.06,0
38:01.0,-0.01,-0.05,0.01
38:01.1,0.02,-0.05,-0.01
38:01.2,-0.01,-0.04,0.01
38:01.3,0.01,-0.04,0
38:01.4,-0.01,-0.04,0.02
38:01.5,-0.02,-0.04,0.02
38:01.6,0,-0.04,0.01
38:01.7,0.02,-0.04,0.01
38:01.8,-0.03,-0.04,0.02
38:01.9,-0.01,-0.03,0.02
38:02.0,0.01,-0.03,0.01
38:02.1,-0.02,-0.04,-0.02
38:02.2,-0.02,-0.03,0.02
38:02.3,-0.01,-0.03,0.03
38:02.4,0,-0.03,-0.03
38:02.5,-0.01,-0.03,0.02
38:02.6,0,-0.02,0.05
38:02.7,-0.02,-0.02,-0.03
38:02.8,0.02,-0.03,0.03
38:02.9,-0.01,-0.01,0
38:03.0,-0.02,-0.02,0.02
38:03.1,0.02,-0.01,-0.03
38:03.2,0,-0.01,-0.03
38:03.3,-0.01,0,0.02
38:03.4,0.01,-0.01,0.02
38:03.5,0,-0.01,-0.01
38:03.6,0,-0.01,0.06
38:03.7,0,0,0
38:03.8,0.01,0,-0.01
38:03.9,-0.02,0,0.06
38:04.0,-0.01,0,-0.01
38:04.1,0.02,-0.01,0.01
38:04.2,-0.01,0.01,0.01
38:04.3,0.01,0,-0.01
38:04.4,-0.01,0.01,0.05
38:04.5,0.01,-0.01,0.03
38:04.6,0.01,0,-0.01
38:04.7,-0.02,0,0.04
38:04.8,-0.01,0.01,-0.01
38:04.9,0.01,0.01,-0.03
38:05.0,-0.01,0.01,0.02
38:05.1,-0.02,0.01,-0.01
38:05.2,0.02,0,0.04
38:05.3,0.01,0.01,0
38:05.4,0,0.02,0
38:05.5,-0.01,0.02,0.02
38:05.6,0,0.01,0.02
38:05.7,0.01,0.01,0.01
38:05.8,-0.02,0.02,-0.02
38:05.9,-0.02,0.01,0.02
38:06.0,0.03,0.01,0
38:06.1,-0.01,0.03,-0.02
38:06.2,-0.02,0.03,0.03
38:06.3,0.01,0.02,-0.03
38:06.4,0,0.02,0.01
38:06.5,0,0.02,0.03
38:06.6,-0.01,0.02,0
38:06.7,0,0.03,0.03
38:06.8,-0.01,0.02,0.05
38:06.9,0.01,0.02,-0.04
38:07.0,-0.01,0.04,-0.03
38:07.1,-0.02,0.04,0.02
38:07.2,0.02,0.03,-0.03
38:07.3,0.01,0.03,-0.01
38:07.4,-0.02,0.04,-0.05
38:07.5,0.01,0.01,0.12
38:07.6,0.05,0.01,0.02
38:07.7,-0.04,0.02,-0.05
38:07.8,0,0.02,-0.01
38:07.9,0.04,0,0.12
38:08.0,0.02,0,0.01
38:08.1,-0.04,0.01,-0.05
38:08.2,0,0,0.03
38:08.3,0.01,0.01,-0.03
38:08.4,0.05,0.01,0.05
38:08.5,0.01,0.02,-0.04
38:08.6,-0.01,0.02,0
38:08.7,0.04,0.01,0.05
38:08.8,0,0.02,-0.04
38:08.9,-0.01,0.01,-0.01
38:09.0,-0.01,0.01,0.01
38:09.1,-0.01,0.01,0.02
38:09.2,-0.01,0.01,0.02
38:09.3,0,0.01,0.03
38:09.4,0,0.01,0
38:09.5,0,0.01,-0.03
38:09.6,0.01,0.01,0
38:09.7,0.02,0.01,-0.03
38:09.8,-0.03,0.02,0.01
38:09.9,0,0.02,-0.06
38:10.0,0.01,0.01,-0.01
38:10.1,-0.01,0.01,-0.01
38:10.2,0,0,0.06
38:10.3,0,0,0
38:10.4,0,-0.01,0.01
38:10.5,0,0.01,0.08
38:10.6,0,0,0.04
38:10.7,0.01,-0.01,0.02
38:10.8,0,0,0.02
38:10.9,-0.02,-0.01,0.02
38:11.0,0.01,0,0.06
38:11.1,0,-0.01,0.01
38:11.2,-0.03,-0.01,0.09
38:11.3,-0.02,0,-0.01
38:11.4,0.02,-0.01,-0.02
38:11.5,-0.01,-0.02,0.01
38:11.6,-0.01,-0.01,-0.01
38:11.7,0,-0.02,0.07
38:11.8,0.02,0.01,-0.07
38:11.9,0.02,0.01,-0.11
38:12.0,0,0.01,0.02
38:12.1,0,0,0.11
38:12.2,-0.01,0.03,-0.06
38:12.3,0.01,0.02,-0.06
38:12.4,-0.04,0.01,0.06
38:12.5,0,0.02,-0.01
38:12.6,0.01,0.02,0.04
38:12.7,-0.03,0.03,-0.01
38:12.8,0.02,0.02,-0.03
38:12.9,-0.01,0.03,0.1
38:13.0,-0.01,0.05,-0.07
38:13.1,0.01,0.05,0.02
38:13.2,0.01,0.06,0.01
38:13.3,0.02,0.05,-0.02
38:13.4,0,0.06,0.03
38:13.5,0.04,0.06,-0.01
38:13.6,0,0.06,0.03
38:13.7,0.02,0.06,-0.01
38:13.8,0.02,0.05,0.05
38:13.9,0.01,0.04,0.04
38:14.0,0,0.05,0
38:14.1,-0.02,0.05,0.03
38:14.2,0.02,0.05,-0.03
38:14.3,0.01,0.03,-0.02
38:14.4,0.01,0.05,0.03
38:14.5,0.02,0.06,-0.01
38:14.6,0.02,0.06,0.01
38:14.7,0.01,0.05,0.06
38:14.8,0.01,0.06,0
38:14.9,0.02,0.07,0
38:15.0,0.03,0.06,0
38:15.1,0,0.07,0.03
38:15.2,0.02,0.07,0.04
38:15.3,0.02,0.07,-0.01
38:15.4,0,0.07,0.02
38:15.5,0,0.07,0
38:15.6,0,0.08,0
38:15.7,0.01,0.09,0.02
38:15.8,-0.01,0.1,0.04
38:15.9,0,0.11,0.02
38:16.0,0.02,0.12,-0.02
38:16.1,0.01,0.12,0.01
38:16.2,-0.01,0.13,0.02
38:16.3,0.02,0.14,0
38:16.4,0.01,0.15,0
38:16.5,0,0.14,0.01
38:16.6,0.02,0.15,-0.01
38:16.7,0.02,0.15,0.05
38:16.8,0,0.16,0.02
38:16.9,0,0.17,0
38:17.0,0.02,0.2,-0.02
38:17.1,0.01,0.2,0.01
38:17.2,0,0.23,0.02
38:17.3,0,0.22,0.05
38:17.4,0.03,0.23,-0.01
38:17.5,0.02,0.24,0.01
38:17.6,0.02,0.24,0.01
38:17.7,0.01,0.23,0.02
38:17.9,0.02,0.24,0.03
38:18.0,0.02,0.23,-0.01
38:18.1,0.01,0.23,0.04
38:18.2,0.01,0.23,0
38:18.3,0.02,0.23,0.01
38:18.4,0.01,0.21,0.04
38:18.5,0,0.2,-0.01
38:18.6,0.01,0.17,0.01
38:18.7,0,0.04,0.01
38:18.8,0,-0.01,0
38:18.9,0,-0.02,0.01
38:19.0,0.01,-0.03,0
38:19.1,-0.01,-0.03,0.02
38:19.2,0.01,-0.03,0
38:19.3,0,-0.03,0.01
38:19.4,0.01,-0.04,0
38:19.5,0,-0.03,0.01
38:19.6,0,-0.06,0.02
38:19.7,0.01,-0.1,0.02
38:19.8,0,-0.12,0
38:19.9,-0.01,-0.12,-0.01
38:20.0,0,-0.12,-0.01
38:20.1,0,-0.12,0.01
38:20.2,0.01,-0.12,0.01
38:20.3,0.01,-0.11,-0.01
38:20.4,0,-0.11,0.01
38:20.5,0,-0.11,-0.01
38:20.6,0.01,-0.11,-0.01
38:20.7,0,-0.12,0.02
38:20.8,0,-0.13,-0.01
38:20.9,0,-0.14,0.01
38:21.0,0,-0.15,0.01
38:21.1,0,-0.16,0.01
38:21.2,0.01,-0.16,0.01
38:21.3,-0.01,-0.15,0.02
38:21.4,-0.01,-0.15,0
38:21.5,0,-0.16,-0.01
38:21.6,-0.01,-0.15,0.02
38:21.7,0.03,-0.14,-0.01
38:21.8,0.01,-0.14,0.05
38:21.9,-0.01,-0.15,0
38:22.0,-0.01,-0.15,0.01
38:22.1,-0.02,-0.13,0.04
38:22.2,0.01,-0.15,0.03
38:22.3,0.01,-0.14,0.05
38:22.4,0.01,-0.13,0.04
38:22.5,0,-0.14,-0.01
38:22.6,0.01,-0.12,0.01
38:22.7,-0.02,-0.12,-0.01
38:22.8,-0.01,-0.12,0.04
38:22.9,0.01,-0.12,0.01
38:23.0,0,-0.11,-0.01
38:23.1,-0.02,-0.11,-0.02
38:23.2,0.01,-0.1,-0.02
38:23.3,0,-0.1,0.01
38:23.4,0,-0.09,0.03
38:23.5,-0.01,-0.09,-0.04
38:23.6,-0.01,-0.07,0
38:23.7,0,-0.1,0.11
38:23.8,0,-0.07,-0.04
38:23.9,-0.02,-0.07,-0.03
38:24.0,-0.04,-0.09,-0.04
38:24.1,-0.01,-0.07,0.04
38:24.2,-0.04,-0.05,-0.05
38:24.3,-0.02,-0.07,0.04
38:24.4,-0.01,-0.05,0.07
38:24.5,-0.01,-0.06,-0.04
38:24.6,-0.04,-0.06,0.01
38:24.7,-0.01,-0.05,0.05
38:24.8,0.03,-0.05,-0.06
38:24.9,-0.01,-0.05,0.05
38:25.0,-0.01,-0.05,0.03
38:25.1,0.02,-0.04,-0.08
38:25.2,0.02,-0.03,0.01
38:25.3,0.03,-0.04,0.05
38:25.4,0,-0.03,-0.02
38:25.5,0.01,-0.03,-0.03
38:25.6,0.02,-0.03,0.05
38:25.7,0.02,-0.02,-0.01
38:25.8,-0.01,-0.02,-0.03
38:25.9,0.02,-0.03,0.05
38:26.0,-0.01,-0.02,0.02
38:26.1,0.03,-0.02,0
38:26.2,-0.01,-0.02,0.03
38:26.3,0.02,-0.01,0.02
38:26.4,0.01,-0.01,0
38:26.5,0.01,-0.02,0.04
38:26.6,0.01,0,0.03
38:26.7,0.02,-0.01,0.04
38:26.8,0.01,-0.01,-0.02
38:26.9,0.02,-0.01,-0.05
38:27.0,-0.02,0,0.04
38:27.1,0,-0.01,0.03
38:27.2,0.02,-0.01,-0.07
38:27.3,-0.02,0,0.05
38:27.4,0.01,-0.01,0.03
38:27.5,-0.04,-0.01,0.03
38:27.6,0.01,-0.01,-0.01
38:27.7,0,0,0
38:27.8,-0.04,-0.01,0.06
38:27.9,0.01,0,0.01
38:28.0,-0.02,0.01,0.02
38:28.1,-0.02,0.01,0.01
38:28.2,0.01,0.02,0.03
38:28.3,-0.02,0.02,0
38:28.4,-0.01,0.03,0.04
38:28.5,-0.01,0.05,0.01
38:28.6,0.01,0.06,-0.05
38:28.7,0,0.06,0.01
38:28.8,-0.03,0.06,0.02
38:28.9,0.07,0.17,-0.01
38:29.0,-1.83,-1.36,0.31
38:29.1,0.11,0.26,0.19
38:29.2,0.06,0.27,-0.18
38:29.3,0.04,0.27,0.02
38:29.4,0.02,0.26,0.19
38:29.5,0.06,-0.04,0.04
38:29.6,-0.08,-0.12,0.13
38:29.7,0.09,-0.41,0.14
38:29.8,0.07,0.02,-0.18
38:29.9,-0.04,0.13,-0.11
38:30.0,0.07,0.12,-0.03
38:30.1,-0.04,0.08,0.05
38:30.2,-0.05,0.06,-0.01
38:30.3,-0.02,-0.07,-0.07
38:30.4,0.03,0.06,-0.08
38:30.5,0.03,0.06,-0.1
38:30.6,-0.04,0.22,0.14
38:30.8,-0.09,0.2,0.19
38:30.8,0,-0.04,-0.12
38:31.0,-0.09,0.12,0.15
38:31.0,-0.02,0.09,0.01
38:31.1,0.1,-0.02,-0.19
38:31.2,0.03,0.1,-0.14
38:31.4,-0.09,0.03,-0.03
38:31.4,0.06,0.1,0.01
38:31.5,-0.05,0.05,0.05
38:31.6,0.06,0.07,-0.03
38:31.7,0.08,0.07,-0.03
38:31.8,-0.01,0.08,-0.03
38:31.9,0,0.06,0.02
38:32.0,0.11,0.09,0.01
38:32.1,0.02,0.03,-0.01
38:32.2,-0.02,0.02,0.01
38:32.3,0.01,0.03,0
38:32.4,0.04,-0.02,-0.04
38:32.5,0.06,0.03,0.11
38:32.6,0.01,-0.01,-0.04
38:32.7,-0.17,-0.13,-0.28
38:32.8,0.07,-0.18,-0.31
38:32.9,0.08,0.02,-0.08
38:33.0,0.2,-0.01,-0.09
38:33.1,-0.05,0.18,0.02
38:33.2,-0.07,0.28,-0.05
38:33.3,-0.13,0.24,0.12
38:33.4,-0.12,0.2,0.17
38:33.5,-0.03,-0.03,0.14
38:33.6,-0.02,0,0
38:33.7,0.04,0,0
38:33.8,0.02,0.04,-0.04
38:33.9,-0.04,0.01,0.04
38:34.0,0.04,0.1,0.08
