time,ax,ay,az
36:07.7,-0.02,0.05,0.03
36:07.8,-0.02,0.04,0.03
36:07.9,-0.02,0.04,0.01
36:08.0,-0.03,0.05,-0.02
36:08.1,-0.02,0.04,0.01
36:08.2,-0.02,0.04,0.03
36:08.3,-0.02,0.05,0
36:08.4,-0.02,0.04,0.02
36:08.5,-0.02,0.04,-0.02
36:08.6,-0.04,0.04,-0.02
36:08.7,0.01,0.04,0.09
36:08.8,-0.02,0.06,-0.03
36:08.9,-0.03,0.08,-0.02
36:09.0,-0.03,0.06,0.03
36:09.1,0,0.09,0.03
36:09.2,-0.04,0.09,0
36:09.3,-0.04,0.12,0.03
36:09.4,-0.04,0.13,0.03
36:09.5,-0.03,0.14,0.05
36:09.6,-0.01,0.18,-0.01
