time,ax,ay,az
00:08.6,-0.03,0.03,0.02
00:08.7,0.05,0.03,0.06
00:08.8,0.1,0.03,-0.02
00:08.9,0.01,0.04,-0.04
00:09.0,0.03,0.06,0.06
00:09.1,0.07,0.02,0.02
00:09.2,0.08,0.04,0.02
00:09.3,0.03,0.04,-0.03
00:09.4,-0.04,0.04,-0.06
00:09.5,-0.01,-0.01,0.06
00:09.6,0.07,0.03,0.08
00:09.7,0.06,0.04,0.07
00:09.8,-0.06,0.04,-0.11
00:09.9,-0.02,-0.01,0
00:10.0,0.07,0.07,-0.09
00:10.1,-0.1,0.04,0.08
00:10.2,0.04,-0.02,-0.07
00:10.3,0.06,0.06,-0.15
00:10.4,0.02,0.01,-0.07
00:10.5,-0.04,0.03,0.08
00:10.6,0.02,0.01,0.1
00:10.7,0.08,0,-0.04
00:10.8,-0.02,0.01,0.09
00:10.9,-0.05,0.04,-0.06
00:11.0,0.07,0.04,-0.04
00:11.1,0.04,-0.03,-0.02
00:11.2,-0.01,0.03,-0.04
00:11.3,0.01,-0.01,0.08
00:11.4,0,0.03,0.07
00:11.5,0.01,0.03,-0.03
00:11.6,0,0.02,0.02
00:11.7,-0.01,0.05,0.05
00:11.8,-0.02,0.03,-0.04
00:11.9,0.01,0.02,-0.05
00:12.0,-0.03,0,0.07
00:12.1,-0.01,0.02,0.01
00:12.2,0.02,0.01,0.01
00:12.3,-0.04,0.03,-0.02
00:12.4,0.06,0,0.15
00:12.5,0.04,0.03,0.13
00:12.6,0,0.06,-0.07
00:12.7,0.04,0.02,-0.02
00:12.8,0.03,0.09,-0.04
00:12.9,0.05,0.02,0.06
00:13.0,0.01,0.04,0.02
00:13.1,0.02,0.03,0.04
00:13.2,0.01,0.02,0.04
00:13.3,0.02,0.03,0.02
00:13.4,0.05,0.04,-0.01
00:13.5,0.02,0.02,0
00:13.6,0.02,0.01,0.07
00:13.7,-0.02,0.02,-0.05
00:13.8,0.03,0.03,-0.01
00:13.9,0,0.02,0.03
00:14.0,-0.02,0.03,0.06
00:14.1,-0.04,0.05,0
00:14.2,-0.02,0.04,-0.04
00:14.3,0.02,0.03,-0.02
00:14.4,0.03,0.02,0.12
00:14.5,-0.03,0.04,0.04
00:14.7,0,0.04,-0.07
00:14.8,-0.01,0.02,-0.01
00:14.9,-0.01,0.02,0.04
00:15.0,0,0.03,0.07
00:15.1,-0.01,0.01,0
00:15.2,0.06,0.01,-0.04
00:15.3,-0.05,-0.03,0.15
00:15.4,0.1,0.03,-0.15
00:15.5,-0.02,0.04,-0.09
00:15.6,-0.06,0.02,-0.05
00:15.7,0.07,0.07,-0.17
00:15.8,-0.03,0,0.04
00:15.9,-0.02,0.02,0.06
00:16.0,0.01,0.02,-0.07
00:16.1,-0.01,0.04,-0.01
00:16.2,0.02,0.03,0.12
00:16.3,-0.01,0.01,-0.02
00:16.4,-0.02,0.03,0
00:16.5,0.03,0.01,0.07
00:16.6,0,0.04,0.04
00:16.7,-0.02,0,-0.05
00:16.8,0.02,0.02,0.09
00:16.9,0.02,0.03,-0.03
00:17.0,0.02,0.02,-0.04
00:17.1,0.01,0.04,-0.04
00:17.2,0.03,0.01,0.02
00:17.3,0.05,0.04,-0.1
00:17.4,-0.02,0.03,0
00:17.5,0.06,0.03,-0.01
00:17.6,-0.05,0.04,0.01
00:17.7,0.01,0.07,0.03
