time,ax,ay,az
55:13.7,0.01,0.13,0
55:13.8,0.01,0.08,0.01
55:13.9,0,0.06,0.01
55:14.0,0.02,0.04,0.01
55:14.1,0.01,-0.02,-0.01
55:14.2,0,-0.06,0.01
55:14.3,0,-0.05,0.01
55:14.4,0.01,-0.06,0.02
55:14.5,0.01,-0.07,0.01
55:14.6,0.01,-0.07,0.01
55:14.7,0.01,-0.07,0.01
55:14.8,0.01,-0.07,0.01
55:14.9,0.01,-0.07,0.01
55:15.0,0.01,-0.08,0.01
55:15.1,0,-0.08,0.01
55:15.2,0,-0.08,0.01
55:15.3,0.01,-0.08,0.01
55:15.4,0.01,-0.09,0
55:15.5,0.01,-0.1,0
55:15.6,0.01,-0.11,0.02
55:15.7,0.01,-0.12,0
55:15.8,0.01,-0.13,-0.01
55:15.9,0.01,-0.14,0
55:16.0,0.01,-0.15,0.03
55:16.1,-0.01,-0.15,-0.01
55:16.2,0.02,-0.18,0
55:16.3,0.02,-0.19,0.01
55:16.4,0.01,-0.19,0
55:16.5,-0.01,-0.19,0
55:16.6,0.01,-0.18,0.01
55:16.7,0.01,-0.18,0.01
55:16.8,-0.01,-0.17,0.01
55:16.9,-0.03,-0.15,0.02
55:17.0,0,-0.15,0
55:17.1,0.03,-0.15,0.02
55:17.2,0,-0.15,0
55:17.3,-0.05,-0.14,-0.01
55:17.4,0,-0.15,0.01
55:17.5,0,-0.13,0
55:17.6,0.02,-0.13,0.01
55:17.7,0.01,-0.12,0
55:17.8,0.01,-0.11,-0.01
55:17.9,0.01,-0.1,0
55:18.0,0.01,-0.1,-0.03
55:18.1,0.06,-0.08,0.02
55:18.2,0.04,-0.07,0.04
55:18.3,0,-0.09,0.01
55:18.4,0.01,-0.08,0
55:18.5,0.02,-0.1,-0.03
55:18.6,0.06,-0.09,0.08
55:18.7,0.13,-0.11,0.11
55:18.8,-0.05,-0.01,-0.01
55:18.9,-0.18,-0.08,-0.15
55:19.0,0.08,-0.14,0.03
55:19.1,0.2,-0.16,0.09
55:19.2,0.17,-0.19,0.23
55:19.3,0.07,-0.17,0.08
55:19.4,-0.2,-0.14,-0.11
55:19.5,-0.12,-0.15,-0.03
55:19.6,0.16,-0.15,0.05
55:19.7,0.13,-0.12,0.08
55:19.8,0.04,-0.08,-0.02
55:19.9,-0.06,-0.06,0
55:20.0,-0.08,-0.04,0.06
55:20.1,0,-0.03,-0.01
55:20.2,0.06,0,0
55:20.3,0.06,-0.01,0.01
55:20.4,-0.01,-0.02,0.01
55:20.5,-0.02,-0.02,-0.02
55:20.6,-0.02,0.05,-0.09
55:20.7,-0.02,-0.04,0.06
55:20.8,0.06,-0.04,0.02
55:20.9,-0.04,-0.04,-0.01
55:21.0,-0.02,-0.04,0.01
55:21.1,-0.03,-0.1,-0.04
55:21.2,0.03,-0.09,-0.02
55:21.3,-0.01,-0.08,-0.01
55:21.4,-0.02,-0.09,0
55:21.5,-0.01,-0.12,-0.01
55:21.6,0,-0.12,-0.05
55:21.7,0.02,-0.1,0
55:21.8,0.08,-0.11,0.04
55:21.9,0.03,-0.09,-0.02
55:22.0,0.03,-0.06,-0.05
55:22.1,-0.04,-0.04,0.05
55:22.2,0.01,-0.05,-0.01
55:22.4,0,-0.02,0.02
55:22.5,-0.01,0,0.02
55:22.6,0,0.01,-0.01
55:22.7,0.01,0,0.02
55:22.8,0.02,0.05,0.03
55:22.9,0.03,0.03,0.04
55:23.0,0.09,0.01,0.05
55:23.1,0.08,0,-0.06
55:23.2,0.06,0.01,0.01
55:23.3,0.04,-0.01,0.02
55:23.4,0.05,0,0.03
55:23.5,0.05,0,-0.01
55:23.6,0.1,0.01,-0.08
55:23.7,0.1,-0.01,0.1
55:23.8,0.08,0.01,-0.04
55:23.9,0.1,0.02,-0.1
55:24.0,0.14,0.05,0.08
55:24.1,0.06,0.04,0.1
55:24.2,0.04,0.04,0.04
55:24.3,0.1,0.06,-0.1
55:24.4,0.05,0.05,0.02
55:24.5,0.05,0.1,0
55:24.6,0.02,0.13,0.03
55:24.7,0.05,0.17,-0.02
55:24.8,0.05,0.18,0.02
55:24.9,0.07,0.2,0.02
55:25.0,0.05,0.2,0.03
55:25.1,0.04,0.22,0.01
55:25.2,0.03,0.2,0.03
55:25.3,0.07,0.22,0.02
55:25.4,0.03,0.25,-0.06
55:25.5,0.03,0.21,0.06
55:25.6,0.02,0.21,0.05
55:25.7,0.05,0.19,0.03
55:25.8,-0.02,0.22,-0.02
55:25.9,0.08,0.23,0
55:26.0,0.04,0.27,0.01
55:26.1,0.02,0.24,0.03
55:26.2,0.01,0.25,0.03
55:26.3,0.01,0.26,-0.01
55:26.4,-0.03,0.25,-0.01
55:26.5,-0.01,0.23,0.01
55:26.6,0.04,0.23,0.04
55:26.7,0.04,0.22,0.01
55:26.8,-0.02,0.22,-0.02
55:26.9,-0.02,0.2,0
55:27.0,-0.01,0.18,0.02
55:27.1,0,0.13,0.02
55:27.2,0.02,0.03,-0.01
55:27.3,0,-0.02,-0.01
55:27.4,0,-0.03,0.03
55:27.5,0.01,-0.03,0.03
55:27.6,-0.01,-0.03,0.01
55:27.7,0,-0.04,0.01
55:27.8,0,-0.04,0
55:27.9,0,-0.05,0.01
55:28.0,0.01,-0.06,0
55:28.1,0,-0.08,0.01
55:28.2,0,-0.09,0
55:28.3,0.01,-0.1,0.01
55:28.4,0,-0.12,0
55:28.5,0.01,-0.14,0.02
55:28.6,-0.01,-0.14,0
55:28.7,0,-0.15,0.01
55:28.8,0.01,-0.16,0
55:28.9,0.02,-0.18,0.02
55:29.0,0.01,-0.19,0.01
55:29.1,0.01,-0.23,0.02
55:29.2,0.01,-0.25,0.01
55:29.3,0.02,-0.24,0.01
55:29.4,0.02,-0.23,0.02
55:29.5,0.03,-0.21,0.02
55:29.6,0,-0.2,0.04
55:29.7,0.08,-0.18,-0.08
55:29.8,-0.09,-0.13,-0.01
55:29.9,0.04,-0.12,-0.01
55:30.0,0.08,-0.11,0.05
55:30.1,0.05,-0.08,0.05
55:30.2,0.03,-0.07,0.02
55:30.3,0.05,0.02,0.06
55:30.4,0.04,-0.03,-0.03
55:30.5,0.03,-0.06,-0.04
55:30.6,0.04,-0.04,0.09
55:30.7,0.03,-0.06,0.02
55:30.8,0.03,-0.12,-0.02
55:30.9,0.01,-0.09,-0.04
55:31.0,0,-0.11,-0.04
55:31.1,0.06,-0.11,0.03
55:31.2,0,-0.11,0.04
55:31.3,0.03,-0.14,0.02
55:31.4,-0.03,-0.14,-0.09
55:31.5,-0.02,-0.13,0.03
55:31.6,0.04,-0.12,0
55:31.7,0.04,-0.09,0.07
55:31.8,0.06,-0.08,0.08
55:31.9,-0.03,-0.12,-0.03
55:32.0,-0.04,-0.09,0.01
55:32.1,0.02,-0.07,-0.02
55:32.2,0.05,-0.1,0.07
55:32.3,0.05,-0.08,0.02
55:32.4,-0.02,-0.11,0.05
55:32.5,0.01,-0.08,-0.01
55:32.6,0.02,-0.07,-0.01
55:32.7,0.04,-0.08,0
55:32.8,0.04,-0.07,0.07
55:32.9,0.03,-0.05,0.04
55:33.0,-0.03,-0.02,-0.09
55:33.1,0,-0.02,0.02
55:33.2,0.05,-0.05,0.02
55:33.3,0.01,-0.04,-0.05
55:33.4,0.03,-0.01,-0.03
55:33.5,0.04,0.01,-0.03
55:33.6,0,0.01,-0.02
55:33.7,-0.01,-0.06,0.09
55:33.8,0.01,-0.01,-0.03
55:33.9,-0.04,-0.04,0
55:34.0,0.01,-0.04,-0.03
55:34.1,0.04,-0.02,0.01
55:34.2,0.03,-0.06,0.13
55:34.3,-0.07,-0.01,-0.07
55:34.4,0.01,-0.02,0
55:34.5,0.04,-0.02,0.06
55:34.6,-0.01,-0.05,0.04
55:34.7,0.01,-0.03,-0.07
55:34.8,-0.01,-0.01,0.06
55:34.9,0.04,-0.03,-0.02
55:35.0,0.02,-0.02,0.01
55:35.1,0,-0.02,0.03
55:35.2,-0.03,-0.02,0.05
55:35.3,0.02,-0.05,0
55:35.4,0.02,0.01,0.02
55:35.5,-0.01,0,0.02
55:35.6,-0.01,-0.03,0.11
55:35.7,0.06,0,-0.08
55:35.8,-0.03,0,0.06
55:35.9,0,-0.01,0.07
55:36.0,0.02,-0.01,-0.06
55:36.1,0.07,0,-0.03
55:36.2,0.04,0,0.04
55:36.3,0.02,0,-0.03
55:36.4,0,0.01,0
55:36.5,0.09,0.01,0.03
55:36.6,-0.01,0,-0.05
55:36.7,-0.01,-0.01,0.04
55:36.8,0.05,-0.02,0.08
55:36.9,0.06,-0.01,0
55:37.0,0.06,0.03,-0.03
55:37.1,0.07,-0.03,0.02
55:37.2,0,-0.02,-0.08
55:37.3,0.03,0.04,0.04
55:37.4,0.03,0.03,0.19
55:37.5,-0.03,-0.04,0.12
55:37.6,-0.05,0.02,-0.04
55:37.7,0.06,0.03,-0.06
55:37.8,0.09,0.04,0.01
55:37.9,-0.11,0.04,-0.04
55:38.0,-0.02,-0.03,0.02
55:38.1,0.12,0.01,0.06
55:38.2,0.08,0.03,0.04
55:38.3,0.04,0.03,0.01
55:38.4,0,0.02,-0.02
55:38.5,0.02,0.07,-0.04
55:38.6,0.03,0.02,0.1
55:38.7,0,0.03,0.01
55:38.9,-0.02,0.07,0.06
55:39.0,0.01,0.09,-0.02
55:39.1,0.02,0.03,-0.05
55:39.2,0.02,0.07,-0.02
55:39.3,-0.04,0.09,0.04
55:39.4,-0.01,0.15,-0.04
55:39.5,0.03,0.11,0.09
55:39.6,0.02,0.11,0
55:39.7,-0.07,0.12,0.04
55:39.8,0.01,0.14,-0.07
55:39.9,-0.02,0.12,0.05
55:40.0,0.07,0.14,0.03
55:40.1,-0.09,0.15,-0.04
55:40.2,0.07,0.13,-0.06
55:40.3,-0.03,0.15,0.01
55:40.4,0,0.16,0.07
55:40.5,-0.05,0.16,0.05
55:40.6,0.04,0.21,-0.02
55:40.7,0.05,0.19,0
55:40.8,-0.03,0.19,0.01
55:40.9,-0.04,0.2,0.05
55:41.0,-0.01,0.18,-0.01
55:41.1,0.01,0.17,0.01
55:41.2,0,0.1,0.02
55:41.3,-0.01,0.1,-0.01
55:41.4,0.01,0.1,0
55:41.5,0,0.09,0.07
55:41.6,0.03,0.1,0.06
55:41.7,0.03,0.12,0.05
55:41.8,-0.05,0.17,-0.04
55:41.9,-0.04,0.17,-0.05
55:42.0,0.02,0.17,0.02
55:42.1,0.01,0.16,0.01
55:42.2,-0.01,0.16,0.03
55:42.3,-0.05,0.15,0.04
55:42.4,0.07,0.15,-0.01
55:42.5,0,-0.03,0.18
55:42.6,-0.07,-0.03,-0.02
55:42.7,-0.02,0,-0.06
55:42.8,0.03,0,-0.05
55:42.9,0.03,0,0.01
55:43.0,0.02,-0.01,0.02
55:43.1,0,-0.01,0.01
55:43.2,-0.01,-0.04,0
55:43.3,-0.02,-0.05,0.01
55:43.4,-0.02,-0.06,-0.01
55:43.5,0.05,-0.12,0.03
55:43.6,-0.02,-0.13,0.04
55:43.7,-0.04,-0.12,-0.03
55:43.8,-0.02,-0.15,-0.06
55:43.9,0.02,-0.15,-0.01
55:44.0,0.02,-0.15,0.02
55:44.1,0.01,-0.15,0.01
55:44.2,0,-0.16,0.08
55:44.3,0.03,-0.15,0
55:44.4,-0.15,-0.15,-0.09
55:44.5,-0.03,-0.13,-0.02
55:44.6,0.05,-0.14,0.08
55:44.7,0,-0.13,0.03
55:44.8,-0.02,-0.13,-0.01
55:44.9,0.01,-0.15,0
55:45.0,0.01,-0.13,0.01
55:45.1,-0.07,-0.15,-0.08
55:45.2,0,-0.14,0.03
55:45.3,0.01,-0.13,0.05
55:45.4,0.01,-0.09,0.03
55:45.5,0.01,-0.12,0.01
55:45.6,0.02,-0.13,0.04
55:45.7,0.05,-0.12,0.06
55:45.8,0.01,-0.13,0.06
55:45.9,0.01,-0.12,0.04
55:46.0,0.05,-0.12,0.01
55:46.1,0.03,-0.09,0.01
55:46.2,0.04,-0.04,0.01
55:46.3,-0.01,-0.06,0.05
55:46.4,-0.01,-0.05,0.01
55:46.5,0.05,0.07,-0.25
55:46.6,-0.03,0.01,-0.17
55:46.7,-0.04,-0.04,0.18
55:46.8,0.02,-0.03,0.26
55:46.9,0.03,-0.02,0.09
55:47.0,-0.04,0.03,-0.15
55:47.1,-0.08,-0.06,0.1
55:47.2,-0.02,-0.07,0.39
55:47.3,-0.04,0.01,-0.12
55:47.4,-0.03,0.06,-0.43
55:47.5,0.03,0,-0.19
55:47.6,-0.01,-0.09,0.44
55:47.7,-0.03,-0.04,0.24
55:47.8,0.02,0.04,-0.15
55:47.9,-0.2,-0.02,-0.34
55:48.0,0.08,0,-0.23
55:48.1,-0.01,-0.07,0.1
55:48.2,0.06,0.05,0.16
55:48.3,-0.02,-0.04,0.05
55:48.4,-0.02,-0.06,0.08
55:48.5,0.16,-0.04,-0.14
55:48.6,0.07,-0.08,0.02
55:48.7,0.06,-0.07,0.03
55:48.8,-0.02,-0.05,-0.03
55:48.9,0.06,-0.05,0.04
55:49.0,0.06,-0.05,-0.04
55:49.1,0.02,-0.06,0.01
55:49.2,0,-0.02,0.08
55:49.3,-0.1,-0.02,0.02
55:49.4,-0.03,0.03,0
55:49.5,-0.04,0.09,0
55:49.6,-0.04,0.07,0.1
55:49.7,-0.13,-0.05,0.11
55:49.8,-0.13,-0.02,-0.06
55:49.9,-0.09,0,0
55:50.0,-0.02,0.02,0.12
55:50.1,-0.05,0.05,0.01
55:50.2,-0.09,0.09,0
55:50.3,-0.09,0.02,-0.21
55:50.4,-0.09,-0.12,0.01
55:50.5,-0.05,-0.12,0.04
55:50.6,-0.08,-0.15,0.02
55:50.7,-0.12,-0.03,-0.01
55:50.8,-0.13,-0.17,0.01
55:50.9,-0.1,-0.14,0.05
55:51.0,-0.06,-0.09,0.02
55:51.1,-0.03,-0.03,-0.03
55:51.2,0,0.01,0.02
55:51.3,0.02,0.02,0.11
55:51.4,-0.03,-0.01,-0.01
55:51.5,0.01,0.01,-0.07
55:51.6,-0.01,0.02,-0.04
55:51.7,0.06,0,0.01
55:51.8,0.05,0.02,0.04
55:51.9,0.02,0,0
55:52.0,-0.12,0.08,0.01
55:52.1,0.07,0.01,-0.04
55:52.2,0.02,-0.01,0.01
55:52.3,-0.03,0.01,0.08
55:52.4,-0.05,0.02,-0.1
55:52.5,0.07,-0.06,-0.01
55:52.6,0,0,0.04
55:52.7,-0.03,0,0.03
55:52.8,0.08,-0.08,0.04
55:52.9,0.11,-0.05,0.11
55:53.0,0.02,0.03,-0.04
55:53.1,0.03,0,-0.01
55:53.2,0.08,0.05,0.11
55:53.3,0.02,0.03,0.07
55:53.4,0.01,0,-0.1
55:53.5,-0.02,0.01,0
55:53.6,0.06,-0.05,0.14
55:53.7,0,-0.17,-0.21
55:53.8,0.02,-0.01,-0.07
55:53.9,0.06,-0.02,-0.08
55:54.0,0.03,-0.01,0.04
55:54.1,-0.05,-0.03,0.14
55:54.2,-0.01,-0.04,0.05
55:54.3,0,-0.06,0.18
55:54.4,-0.03,0.01,-0.17
55:54.5,0.03,-0.05,0.02
55:54.6,0.02,-0.02,-0.05
55:54.7,0,0,0.04
55:54.8,0.03,-0.02,0.09
55:54.9,0.08,0.03,0.03
55:55.0,0.07,0.04,0.04
55:55.1,0.02,0.07,0.05
55:55.2,0.09,-0.01,-0.11
55:55.4,0.02,-0.01,0.01
55:55.5,-0.01,0.03,0.11
55:55.6,0,0.02,0.06
55:55.7,0.02,0.04,-0.01
55:55.8,0.01,0.01,0.05
55:55.9,0,0.03,0.04
55:56.0,-0.01,0.03,-0.08
55:56.1,0.01,0.05,0.03
55:56.2,0.01,0.07,0.01
55:56.3,0,0.09,-0.04
55:56.4,0.01,0.11,-0.02
55:56.5,0.01,0.12,0.02
55:56.6,0,0.14,0.02
55:56.7,-0.04,0.14,0.05
55:56.8,0.03,0.13,0.03
55:56.9,-0.02,0.18,-0.04
55:57.0,0.02,0.16,0
55:57.1,-0.02,0.16,-0.03
55:57.2,-0.02,0.19,0
55:57.3,0.04,0.15,0.02
55:57.4,0.02,0.19,-0.01
55:57.5,0.03,0.17,0.11
55:57.6,-0.04,0.17,0.07
55:57.7,0.05,0.27,-0.12
55:57.8,-0.02,0.32,0.12
55:57.9,0.01,0.19,0.05
55:58.0,0.06,0.24,0.01
55:58.1,0.04,0.25,0.02
55:58.2,-0.05,0.22,0.04
55:58.3,0.04,0.19,0
55:58.4,0,0.19,0.02
55:58.5,-0.02,0.21,-0.09
55:58.6,0,0.18,0.06
55:58.7,0.02,0.22,0
55:58.8,0.02,0.18,0
55:58.9,0,0.18,0
55:59.0,-0.02,0.17,0.02
55:59.1,0,0.01,-0.01
55:59.2,0.01,-0.02,0.01
55:59.3,0,-0.02,0.02
55:59.4,0,-0.01,0.02
55:59.5,-0.02,-0.02,0.02
55:59.6,0.04,0.02,-0.05
55:59.7,0.03,-0.04,0.03
55:59.8,-0.03,-0.08,0.08
55:59.9,-0.05,-0.12,0.02
56:00.0,-0.03,-0.21,0
56:00.1,0.01,-0.19,-0.14
56:00.2,0.08,-0.21,-0.11
56:00.3,0.04,-0.27,0.03
56:00.4,-0.04,-0.28,0.1
56:00.5,-0.03,-0.28,0.13
56:00.6,-0.02,-0.25,0.1
56:00.7,0.01,-0.18,-0.01
56:00.8,0.1,-0.17,0
56:00.9,-0.07,-0.18,0.05
56:01.0,-0.07,-0.09,-0.05
56:01.1,0.04,-0.14,-0.02
56:01.2,0.02,-0.17,0.17
56:01.3,0.02,-0.21,0.37
56:01.4,-0.04,-0.16,-0.11
56:01.5,0.04,-0.12,-0.25
56:01.6,0.04,-0.13,-0.18
56:01.7,-0.04,-0.15,0.11
56:01.8,0.02,-0.15,0.16
56:01.9,-0.04,-0.18,0.23
56:02.0,-0.01,-0.15,-0.07
56:02.1,0.02,-0.13,-0.1
56:02.2,-0.01,-0.15,0.02
56:02.3,0,-0.15,0.14
56:02.4,-0.01,-0.13,0.08
56:02.5,0.02,-0.15,0.01
56:02.6,0.01,-0.15,-0.06
56:02.7,0,-0.15,0.02
56:02.8,-0.02,-0.16,0.07
56:02.9,0,-0.16,0.05
56:03.0,0.01,-0.14,-0.02
56:03.1,-0.02,-0.14,-0.01
56:03.2,-0.03,-0.14,0
56:03.3,0.01,-0.1,-0.01
56:03.4,0,-0.12,-0.03
56:03.5,0.02,-0.11,0.04
56:03.6,0.01,-0.12,0.01
56:03.7,-0.06,-0.11,-0.04
56:03.8,0,-0.06,-0.01
56:03.9,0.02,-0.07,-0.16
56:04.0,-0.02,-0.05,-0.16
56:04.1,0.09,-0.13,0.05
56:04.2,-0.01,-0.06,0.03
56:04.3,-0.05,-0.04,0.08
56:04.4,0.04,-0.06,0.12
56:04.5,0.04,-0.01,0.04
56:04.6,0.03,0,-0.04
56:04.7,0.03,-0.03,0.01
56:04.8,0.03,-0.02,0.01
56:04.9,0,-0.03,0.03
56:05.0,0.01,0,-0.01
56:05.1,0,0.02,0.01
56:05.2,0.02,0,-0.02
56:05.3,-0.02,-0.03,0.05
56:05.4,0,0.01,0.08
56:05.5,-0.02,-0.01,0.05
56:05.6,0.01,-0.03,-0.09
56:05.7,0.03,0.01,-0.06
56:05.8,0.05,-0.02,0.06
56:05.9,0.05,0.09,0.01
56:06.0,0.04,0.03,0.03
56:06.1,0,0.01,-0.01
56:06.2,0.01,0.02,0.05
56:06.3,0.02,-0.01,-0.05
56:06.4,-0.03,-0.03,-0.03
56:06.5,-0.05,0.02,0.01
56:06.6,0.01,0.04,-0.06
56:06.7,0.05,0,-0.09
56:06.8,-0.03,-0.01,0.06
56:06.9,0,0.03,-0.01
56:07.0,0.11,0,0.14
56:07.1,0.03,0.02,-0.02
56:07.2,0.01,0.02,-0.04
56:07.3,0.02,0.02,-0.07
56:07.4,-0.01,0.06,-0.01
56:07.5,-0.02,0.02,0.03
56:07.6,0.04,0.06,-0.04
56:07.7,-0.02,0.07,0.05
56:07.8,-0.04,0.08,0.04
56:07.9,-0.04,0.06,0
56:08.0,0.02,0.05,-0.02
56:08.1,0,0.03,0.01
56:08.2,-0.04,0.04,0
56:08.3,-0.01,0.04,0.04
56:08.4,0.01,0.04,0.02
56:08.5,-0.01,0.06,0.01
56:08.6,-0.01,0.06,-0.01
56:08.7,0.04,0.07,-0.02
56:08.8,0.01,0.1,-0.03
56:08.9,-0.02,0.05,0.13
56:09.0,-0.09,0.08,-0.08
56:09.1,0.03,0.02,0.05
56:09.2,-0.06,0,-0.27
56:09.3,0.09,0.13,-0.12
56:09.4,-0.03,0.09,-0.1
56:09.5,-0.01,0,0.15
56:09.6,0.04,-0.1,0.12
56:09.7,0.03,-0.05,0.03
56:09.8,-0.01,-0.04,0
56:09.9,0.01,0.02,0.02
56:10.0,-0.02,0.01,0.04
56:10.1,0.01,0.04,-0.07
56:10.2,0.04,-0.03,0.06
56:10.3,0.07,-0.04,-0.05
56:10.4,-0.05,0.01,0.06
56:10.5,-0.02,0.02,0.04
56:10.6,0,0.02,0.01
56:10.7,-0.01,0.02,0
56:10.8,0.07,0.12,-0.02
56:10.9,-0.05,0.06,0.05
56:11.0,0.02,0.07,0.02
56:11.1,0,0.03,-0.03
56:11.2,0.05,0.02,0
56:11.3,-0.03,0.04,0.02
56:11.4,-0.01,0.03,-0.02
56:11.5,0.03,0.02,-0.01
56:11.6,-0.01,0.01,0.01
56:11.7,0.01,0.03,-0.01
56:11.9,-0.01,0.03,0.06
56:12.0,-0.01,0.03,-0.01
56:12.1,0.02,0.02,0.01
56:12.2,0,0.03,0.03
56:12.3,0,0.05,-0.01
56:12.4,-0.01,0.07,0.01
56:12.5,0,0.07,0.03
56:12.6,0.03,0.08,0.02
56:12.7,0.03,0.1,0.08
56:12.8,-0.03,0.11,0
56:12.9,0,0.14,-0.15
56:13.0,0.02,0.13,0.04
56:13.1,0.01,0.16,0.02
56:13.2,-0.01,0.14,0.03
56:13.3,0,0.13,0.02
56:13.4,0.02,0.15,0.03
56:13.5,0.01,0.14,0.03
56:13.6,-0.02,0.13,-0.03
56:13.7,0.07,0.06,-0.03
56:13.8,-0.01,0,0.06
56:13.9,-0.01,0.02,0.04
56:14.0,-0.01,0.01,0
56:14.1,0,0.02,-0.02
56:14.2,0.01,0,0.01
56:14.3,-0.01,-0.02,0.04
56:14.4,0.03,-0.02,0
56:14.5,0.01,-0.02,-0.01
56:14.6,0.01,-0.02,0.02
56:14.7,0.01,-0.03,0.02
56:14.8,0.02,-0.02,0.01
56:14.9,0.01,-0.03,0
56:15.0,0.01,-0.02,0.01
56:15.1,0.01,-0.02,0.03
56:15.2,0,-0.01,0
56:15.3,0.01,-0.02,0.01
56:15.4,0.01,-0.02,0.02
56:15.5,0.01,-0.01,0.01
56:15.6,-0.01,-0.01,0.01
56:15.7,0.01,-0.01,0.01
56:15.8,0.01,0.02,0.01
56:15.9,0.01,0.05,-0.01
56:16.0,0,0.07,0.01
56:16.1,-0.01,0.09,0.01
56:16.2,0.01,0.09,0
56:16.3,0,0.09,0
56:16.4,0.01,0.1,0
56:16.5,0.01,0.1,0.02
56:16.6,0,0.1,0
56:16.7,0,0.1,0.01
56:16.8,0.01,0.1,0.01
56:16.9,0.01,0.09,0.01
56:17.0,0.01,-0.03,0
56:17.1,0.01,-0.05,0
56:17.2,0,-0.05,0.01
56:17.3,0.01,-0.05,0.02
56:17.4,0,-0.05,0
56:17.5,0.01,-0.06,0.01
56:17.6,0.02,-0.03,0
56:17.7,0.03,-0.05,-0.01
56:17.8,-0.01,-0.06,0.02
56:17.9,-0.04,-0.09,0.03
56:18.0,0,-0.11,0.04
56:18.1,0.01,-0.13,-0.01
56:18.2,0,-0.16,-0.02
56:18.3,0.04,-0.17,-0.02
56:18.4,0.03,-0.17,0.02
56:18.5,-0.01,-0.16,0.02
56:18.6,-0.01,-0.16,0.03
56:18.7,-0.01,-0.15,0.04
56:18.8,0.01,-0.13,0.02
56:18.9,0.01,-0.12,0.01
56:19.0,0.01,-0.1,0.03
56:19.1,0,-0.08,0.01
56:19.2,0,-0.02,-0.01
56:19.3,0.04,-0.07,0
56:19.4,-0.01,-0.05,0.03
56:19.5,-0.05,-0.03,-0.01
56:19.6,0.02,-0.03,-0.02
56:19.7,0.03,-0.05,0.01
56:19.8,0.01,-0.07,0.01
56:19.9,-0.02,-0.07,0.01
56:20.0,0.01,-0.09,0.04
56:20.1,0,-0.08,0.02
56:20.2,0.01,-0.11,0.01
56:20.3,0.02,-0.14,-0.01
56:20.4,0,-0.15,-0.06
56:20.5,0.04,-0.19,0
56:20.6,0.03,-0.2,0.06
56:20.7,0.01,-0.21,0.01
56:20.8,0,-0.21,0.02
56:20.9,-0.02,-0.2,0.04
56:21.0,0.01,-0.19,0.01
56:21.1,-0.01,-0.16,-0.02
56:21.2,0.02,-0.16,0.02
56:21.3,0.01,-0.15,0.02
56:21.4,0.01,-0.14,0.04
56:21.5,-0.01,-0.12,0.01
56:21.6,0.03,-0.1,0.05
56:21.7,0,-0.08,0.03
56:21.8,0.01,-0.06,0
56:21.9,0.02,-0.05,0.03
56:22.0,0,-0.05,0.01
56:22.1,0.02,-0.04,-0.01
56:22.2,-0.01,-0.05,0.03
56:22.3,0,-0.05,0.05
56:22.4,0.04,-0.05,0.03
56:22.5,0.03,-0.06,0.07
56:22.6,0.01,-0.06,0.05
56:22.7,-0.02,-0.04,0.03
56:22.8,-0.02,-0.05,0.03
56:22.9,0.04,-0.05,0.04
56:23.0,0.01,-0.03,0.02
56:23.1,0.02,-0.03,0.04
56:23.2,-0.01,-0.02,0.04
56:23.3,0,-0.02,0.01
56:23.4,0.04,-0.03,0
56:23.5,0.03,-0.02,0
56:23.6,-0.01,-0.02,-0.04
56:23.7,0.01,-0.01,-0.01
56:23.8,-0.01,-0.02,0.05
56:23.9,0.03,-0.01,0.07
56:24.0,0,0,-0.03
56:24.1,0.02,0.01,-0.03
56:24.2,-0.01,0.01,-0.04
56:24.3,-0.02,0,0.05
56:24.4,0.02,0,0.02
56:24.5,0.03,0.01,-0.04
56:24.6,0.02,0.02,-0.01
56:24.7,-0.02,0.03,-0.04
56:24.8,0,0.03,-0.02
56:24.9,-0.01,0.02,0.16
56:25.0,0.02,0.08,0.19
56:25.1,0.09,0.08,-0.04
56:25.2,-0.03,0.07,-0.13
56:25.3,-0.01,0.11,0.01
56:25.4,-0.01,0.11,0.06
56:25.5,0.08,0.07,-0.08
56:25.6,0.06,0.14,-0.04
56:25.7,0,0.15,-0.02
56:25.8,-0.01,0.16,0
56:25.9,0,0.16,0.03
56:26.0,0.07,0.2,-0.05
56:26.1,-0.08,0.16,0.02
56:26.2,0.02,0.2,0.08
56:26.3,0.04,0.2,0
56:26.4,-0.02,0.2,-0.05
56:26.5,-0.03,0.22,-0.04
56:26.6,-0.04,0.17,0.03
